include,id,observed_on_string,observed_on,time_observed_at,date,time,tz,time_zone,user_id,user_login,
,41418490,Sat Apr 04 2020 12:54:10 GMT-0700 (PDT),2020-04-04,2020-04-04 19:54:10 UTC,2020-04-04,7:54:10 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418457,Sat Apr 04 2020 13:10:30 GMT-0700 (PDT),2020-04-04,2020-04-04 20:10:30 UTC,2020-04-04,8:10:30 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418409,Sat Apr 04 2020 13:13:01 GMT-0700 (PDT),2020-04-04,2020-04-04 20:13:01 UTC,2020-04-04,8:13:01 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418393,Sat Apr 04 2020 13:15:50 GMT-0700 (PDT),2020-04-04,2020-04-04 20:15:50 UTC,2020-04-04,8:15:50 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418354,Sat Apr 04 2020 13:16:57 GMT-0700 (PDT),2020-04-04,2020-04-04 20:16:57 UTC,2020-04-04,8:16:57 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418332,Sat Apr 04 2020 13:26:39 GMT-0700 (PDT),2020-04-04,2020-04-04 20:26:39 UTC,2020-04-04,8:26:39 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418306,Sat Apr 04 2020 13:26:46 GMT-0700 (PDT),2020-04-04,2020-04-04 20:26:46 UTC,2020-04-04,8:26:46 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418271,Sat Apr 04 2020 13:32:36 GMT-0700 (PDT),2020-04-04,2020-04-04 20:32:36 UTC,2020-04-04,8:32:36 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418241,Sat Apr 04 2020 13:33:20 GMT-0700 (PDT),2020-04-04,2020-04-04 20:33:20 UTC,2020-04-04,8:33:20 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418218,Sat Apr 04 2020 13:45:43 GMT-0700 (PDT),2020-04-04,2020-04-04 20:45:43 UTC,2020-04-04,8:45:43 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418156,Sat Apr 04 2020 14:03:58 GMT-0700 (PDT),2020-04-04,2020-04-04 21:03:58 UTC,2020-04-04,9:03:58 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41418034,Sat Apr 04 2020 14:33:50 GMT-0700 (PDT),2020-04-04,2020-04-04 21:33:50 UTC,2020-04-04,9:33:50 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41417982,Sat Apr 04 2020 14:37:32 GMT-0700 (PDT),2020-04-04,2020-04-04 21:37:32 UTC,2020-04-04,9:37:32 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41417948,Sat Apr 04 2020 14:47:18 GMT-0700 (PDT),2020-04-04,2020-04-04 21:47:18 UTC,2020-04-04,9:47:18 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41417918,Sat Apr 04 2020 15:08:33 GMT-0700 (PDT),2020-04-04,2020-04-04 22:08:33 UTC,2020-04-04,10:08:33 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41417899,Sat Apr 04 2020 15:30:18 GMT-0700 (PDT),2020-04-04,2020-04-04 22:30:18 UTC,2020-04-04,10:30:18 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
,41969556,Sat Apr 11 2020 13:15:52 GMT-0700 (PDT),2020-04-11,2020-04-11 20:15:52 UTC,2020-04-11,8:15:52 PM,UTC,Pacific Time (US & Canada),429191,ezeemonee,
